实体ID,实体名称,实体类别
15856,急性广泛性前壁心肌梗死,Illness
15857,肝功能异常,Illness
15858,后纵隔肿物,Illness
15859,2度房室传导阻滞,Illness
15860,右下肢浅静脉血栓,Illness
15861,垂体柄轻度增粗,Illness
15862,右侧甲状腺多发结节,Illness
15863,痔疮切除术后,Illness
15864,高血压病2级（极高危),Illness
15865,右侧肾上腺外侧支结节样增粗,Illness
15866,左上颌窦炎,Illness
15867,左侧锁骨骨折术后,Illness
15868,胰腺萎缩,Illness
15869,胃吻合口炎,Illness
15870,甲状腺右叶占位,Illness
15871,胆汁反流,Illness
15872,脾损伤,Illness
15873,类风湿关节炎可能,Illness
15874,右肺支气管扩张,Illness
15875,胃窦溃疡,Illness
15876,慢性肾功能不全（CKD4期）,Illness
15877,甲状腺峡部结节,Illness
15878,VitD缺乏,Illness
15879,双侧髋关节少量积液,Illness
15880,两肺局限性气肿,Illness
15881,左侧乳腺内低回声,Illness
15882,白细胞减少,Illness
15883,骨含量减少,Illness
15884,腰椎椎间盘突出,Illness
15885,右束支传导阻滞,Illness
15886,轻度脑萎缩,Illness
15887,肝脏左叶囊肿,Illness
15888,贲门下息肉（已夹除）,Illness
15889,左肺肺炎,Illness
15890,频发房性早搏,Illness
15891,结肠管状腺瘤,Illness
15892,肝左叶增大,Illness
15893,右踝跟骨骨质增生,Illness
15894,残胃炎,Illness
15895,房性早搏伴短阵房性心动过速,Illness
15896,肾上腺结节,Illness
15897,结肠息肉摘除术后,Illness
15898,右侧视网膜中央静脉阻塞,Illness
15899,两肺上叶局限性肺气肿,Illness
15900,肝内局灶性钙化灶,Illness
15901,剖腹产术后,Illness
15902,咳嗽变异性哮喘,Illness
15903,2型呼吸衰竭,Illness
15904,糖尿病肾病Ⅳ期,Illness
15905,神经源性膀胱,Illness
15906,亚临床型糖尿病周围神经病变,Illness
15907,左侧卵巢占位,Illness
15908,空泡蝶鞍,Illness
15909,左眼视神经萎缩,Illness
15910,颈部淋巴结肿大,Illness
15911,更年期综合征,Illness
15912,输尿管结石碎石术后,Illness
15913,双侧多囊卵巢,Illness
15914,胆囊多发性结石,Illness
15915,极高危））,Illness
15916,左侧中耳炎,Illness
15917,心功能2级,Illness
15918,脾脏肿大,Illness
15919,心律失常窦性心动过速,Illness
15920,右侧乳腺癌,Illness
15921,胆汁反流行胃炎,Illness
15922,左心房偏大,Illness
15923,血小板）,Illness
15924,腰椎管狭窄,Illness
15925,幽门管口溃疡（愈合期）,Illness
15926,右膝关节少量积液,Illness
15927,腰椎退变伴椎间盘突出,Illness
15928,前列腺囊肿,Illness
15929,蝶窦炎,Illness
15930,慢性蝶窦炎,Illness
15931,右肾囊肿去顶减压术后,Illness
15932,左肺下叶结节,Illness
15933,CKDⅢ期,Illness
15934,肝内实质性占位(肝内血管瘤可能）,Illness
15935,甲状腺结节切除后,Illness
15936,胃角溃疡,Illness
15937,两肺下叶胸膜下少量模糊渗出,Illness
15938,慢性萎缩性胃炎伴糜烂,Illness
15939,房性早搏成对出现,Illness
15940,肝右叶多发小囊肿,Illness
15941,右膝关节退行性骨关节病,Illness
15942,左侧基底节区腔隙性脑梗塞,Illness
15943,骨质疏松症（重度）,Illness
15944,浅表性胃炎伴糜烂（轻度慢性胃炎萎缩性胃炎伴肠上皮化生）,Illness
15945,高血压病1级（中危组）,Illness
15946,高血压3级（很高危）,Illness
15947,两侧上颌窦炎及筛窦炎,Illness
15948,右中肺浅淡小结节,Illness
15949,双肺胸膜下结节,Illness
15950,脊柱侧弯,Illness
15951,左侧肾上腺内侧支占位,Illness
15952,秃发性毛囊炎,Illness
15953,高血压2级中危,Illness
15954,左侧颈动脉斑块形成,Illness
15955,右上肺局限性肺气肿,Illness
15956,胃底部结节,Illness
15957,非酒精性脂肪肝,Diabete
15958,糖尿酮症酸中毒,Diabete
15959,糖尿病性酮症酸中毒,Diabete
15960,1.2型糖尿病,Diabete
15961,1型糖尿病(脐带血间充质干细胞移植术后),Diabete
15962,2型糖尿病,Diabete
15963,1型糖尿病(间充质干细胞移植术后),Diabete
15964,2型糖尿型,Diabete
15965,1.1型糖尿病,Diabete
15966,糖尿病酮症,Diabete
15967,2型糖尿病高血压2级(极高危组),Diabete
15968,低钾血症,Diabete
15969,空腹血糖受损,Diabete
15970,2型糖尿病神经炎(股外侧),Diabete
15971,糖尿病,Diabete
15972,1型糖尿病2.甲状腺肿大,Diabete
15973,糖尿病酮症酸中毒,Diabete
15974,1.糖尿病,Diabete
15975,1型糖尿病(脐带间充质干细胞移植术后),Diabete
15976,1型糖尿病,Diabete
15977,糖耐量异常,Diabete
15978,糖调节受损,Diabete
15979,1.糖调节受损,Diabete
15980,1型糖尿病性酮症酸中毒,Diabete
15981,2型糖尿病糖尿病酮症,Diabete
15982,亚临床糖尿病外周神经病变,Diabetes_Complete
15983,糖尿病自主神经病变,Diabetes_Complete
15984,糖尿病性大血管病变,Diabetes_Complete
15985,2型糖尿病周围神经病变,Diabetes_Complete
15986,糖尿病性酮症酸中毒,Diabetes_Complete
15987,暴发性1型糖尿病,Diabetes_Complete
15988,糖尿病周围神经损害,Diabetes_Complete
15989,糖尿病周围神经病,Diabetes_Complete
15990,糖尿病胃轻瘫,Diabetes_Complete
15991,糖尿病视网膜病变3期,Diabetes_Complete
15992,糖尿病肾病（CKDI期）,Diabetes_Complete
15993,糖尿病视网膜病变Ⅳ期,Diabetes_Complete
15994,糖尿病视网膜病变1期,Diabetes_Complete
15995,糖尿病肾病5期,Diabetes_Complete
15996,糖尿病足部神经病变,Diabetes_Complete
15997,I型糖尿病,Diabetes_Complete
15998,糖尿病肾病（IV期）,Diabetes_Complete
15999,糖尿病足（右）,Diabetes_Complete
16000,2型糖尿病性周围神经病变,Diabetes_Complete
16001,糖尿病植物神经病变,Diabetes_Complete
16002,糖尿病肾病（尿毒症期）,Diabetes_Complete
16003,成人自身免疫性1型糖尿病（LADA）,Diabetes_Complete
16004,糖尿病视网膜病变(双眼激光治疗术后),Diabetes_Complete
16005,糖尿病足,Diabetes_Complete
16006,糖尿病视网膜病变术后,Diabetes_Complete
16007,糖尿病视网膜病变Ⅲ期,Diabetes_Complete
16008,糖尿病肾病,Diabetes_Complete
16009,2型糖尿病糖尿病酮症,Diabetes_Complete
16010,糖尿病视网膜病变（右眼III期，左眼IV期）,Diabetes_Complete
16011,糖尿病性周围神经病变,Diabetes_Complete
16012,糖尿病性视网膜病变（3期）,Diabetes_Complete
16013,糖尿病胃瘫,Diabetes_Complete
16014,糖尿病性视网膜病变1期,Diabetes_Complete
16015,糖尿病视网膜病变（Ⅱ期）,Diabetes_Complete
16016,糖尿病视网膜病4期,Diabetes_Complete
16017,糖尿病周围神经病变（亚临床）,Diabetes_Complete
16018,糖尿病性肾病,Diabetes_Complete
16019,糖尿病肾病（G4A3期）,Diabetes_Complete
16020,糖尿病视网膜病,Diabetes_Complete
16021,糖尿病视网膜病变2期,Diabetes_Complete
16022,糖尿病肾病2期,Diabetes_Complete
16023,2型糖尿病性视网膜病变,Diabetes_Complete
16024,左糖尿病足伴感染,Diabetes_Complete
16025,糖尿病性视网膜病变I期,Diabetes_Complete
16026,糖尿病,Diabetes_Complete
16027,糖尿病视网膜病变激光术后,Diabetes_Complete
16028,糖尿病肾脏病,Diabetes_Complete
16029,糖尿病性视网膜病变II期,Diabetes_Complete
16030,糖尿病性视网膜病变3期,Diabetes_Complete
16031,右糖尿病足,Diabetes_Complete
16032,糖尿病周围血管病变,Diabetes_Complete
16033,亚临床糖尿病神经病变,Diabetes_Complete
16034,糖尿病性视网膜病变（I期）,Diabetes_Complete
16035,增殖性糖尿病视网膜病变,Diabetes_Complete
16036,糖尿病视网膜病变（IV期）,Diabetes_Complete
16037,糖尿病视网膜病变,Diabetes_Complete
16038,糖尿病视网膜病变III期,Diabetes_Complete
16039,糖尿病周围病变,Diabetes_Complete
16040,糖尿病高渗性状态,Diabetes_Complete
16041,糖尿病视网膜病变（I期）,Diabetes_Complete
16042,左眼糖尿病视网膜病变,Diabetes_Complete
16043,糖尿病视网膜病1期,Diabetes_Complete
16044,糖尿病肾病（CKD3期）,Diabetes_Complete
16045,糖尿病合并妊娠,Diabetes_Complete
16046,糖尿病外周神经病变,Diabetes_Complete
16047,糖尿病性胃轻瘫,Diabetes_Complete
16048,糖尿病视网膜病变（2期）,Diabetes_Complete
16049,糖尿病肾病慢性肾脏病3期,Diabetes_Complete
16050,糖尿病视网膜病变II期,Diabetes_Complete
16051,2型糖尿病。,Diabetes_Complete
16052,糖尿病性视网膜病变,Diabetes_Complete
16053,糖尿病视网膜病变（Ⅲ期）,Diabetes_Complete
16054,糖尿病肾病（3期）,Diabetes_Complete
16055,糖尿病酮症酸中毒,Diabetes_Complete
16056,1型糖尿病,Diabetes_Complete
16057,糖尿病肾脏病变,Diabetes_Complete
16058,糖尿病视网膜病变（Ⅰ期）,Diabetes_Complete
16059,糖尿病足病,Diabetes_Complete
16060,糖尿病肾病（CKD5期）,Diabetes_Complete
16061,糖尿病视网膜病变4期,Diabetes_Complete
16062,糖尿病性神经病变,Diabetes_Complete
16063,糖尿病视网膜病变（III期）,Diabetes_Complete
16064,糖尿病肾病CKD3期,Diabetes_Complete
16065,糖尿病视网膜病变激光治疗术后,Diabetes_Complete
16066,糖尿病周围神经血管病变,Diabetes_Complete
16067,糖尿病周围神经病变,Diabetes_Complete
16068,糖尿病视网膜病变（激光治疗术后）,Diabetes_Complete
16069,糖尿病肾病Ⅳ期,Diabetes_Complete
16070,亚临床型糖尿病周围神经病变,Diabetes_Complete
16071,右眼糖尿病视网膜病变,Diabetes_Complete
16072,糖尿病神经病变早期,Diabetes_Complete
16073,2型糖尿病,Diabetes_Complete
16074,双眼糖尿病视网膜病变激光治疗术后,Diabetes_Complete
16075,糖尿病视网膜病变（II期）,Diabetes_Complete
16076,糖尿病颅神经病变,Diabetes_Complete
16077,糖尿病性周围神经病,Diabetes_Complete
16078,糖尿病酮症,Diabetes_Complete
16079,糖尿病视网膜病变(II期),Diabetes_Complete
16080,糖尿病足清创术后,Diabetes_Complete
16081,糖尿病视网膜病变I期,Diabetes_Complete
16082,糖尿病肾病（III期）,Diabetes_Complete
16083,糖尿病视网膜病变（增殖期）,Diabetes_Complete
16084,糖尿病大血管病变,Diabetes_Complete
16085,糖尿病神经病变,Diabetes_Complete
16086,糖尿病视网膜病变Ⅱ期,Diabetes_Complete
16087,双眼糖尿病性视网膜病变,Diabetes_Complete
16088,糖尿病肾病（V期）,Diabetes_Complete
16089,糖尿病性肾病III期,Diabetes_Complete
16090,糖尿病神经源性膀胱,Diabetes_Complete
16091,糖尿病肾病IV期,Diabetes_Complete
16092,糖尿病视网膜1期病变,Diabetes_Complete
16093,糖尿病视网膜病变（1期）,Diabetes_Complete
16094,爆发型1型糖尿病,Diabetes_Complete
16095,糖尿病足（右足跟部）,Diabetes_Complete
16096,糖尿病视网膜病变Ⅰ期,Diabetes_Complete
16097,亚临床糖尿病周围神经病变,Diabetes_Complete
16098,痛性糖尿病神经病变,Diabetes_Complete
16099,糖尿病周维神经病变,Diabetes_Complete
16100,左糖尿病足,Diabetes_Complete
16101,糖尿病高渗状态,Diabetes_Complete
16102,双眼糖尿病视网膜病变,Diabetes_Complete
16103,1129,Patient
16104,1130,Patient
16105,1131,Patient
16106,1132,Patient
16107,1133,Patient
16108,1134,Patient
16109,1136,Patient
16110,1137,Patient
16111,1138,Patient
16112,1139,Patient
16113,1140,Patient
16114,1141,Patient
16115,1142,Patient
16116,1143,Patient
16117,1144,Patient
16118,1145,Patient
16119,1146,Patient
16120,1148,Patient
16121,1150,Patient
16122,1151,Patient
16123,1152,Patient
16124,1153,Patient
16125,1154,Patient
16126,1155,Patient
16127,1156,Patient
16128,1157,Patient
16129,1158,Patient
16130,1159,Patient
16131,1160,Patient
16132,1161,Patient
16133,1163,Patient
16134,1164,Patient
16135,1165,Patient
16136,1166,Patient
16137,1167,Patient
16138,1168,Patient
16139,1169,Patient
16140,1171,Patient
16141,1172,Patient
16142,1173,Patient
16143,1174,Patient
16144,1175,Patient
16145,1177,Patient
16146,1178,Patient
16147,1179,Patient
16148,1180,Patient
16149,1182,Patient
16150,1183,Patient
16151,1185,Patient
16152,1186,Patient
16153,1188,Patient
16154,1189,Patient
16155,1190,Patient
16156,1191,Patient
16157,1192,Patient
16158,1193,Patient
16159,1194,Patient
16160,1196,Patient
16161,1198,Patient
16162,1199,Patient
16163,1200,Patient
16164,1201,Patient
16165,1202,Patient
16166,1203,Patient
16167,1204,Patient
16168,1205,Patient
16169,1207,Patient
16170,1208,Patient
16171,1209,Patient
16172,1210,Patient
16173,1211,Patient
16174,1212,Patient
16175,1213,Patient
16176,1214,Patient
16177,1215,Patient
16178,1216,Patient
16179,1217,Patient
16180,1218,Patient
16181,1219,Patient
16182,1220,Patient
16183,1221,Patient
16184,1222,Patient
16185,1223,Patient
16186,1224,Patient
16187,1225,Patient
16188,1226,Patient
16189,1227,Patient
16190,1229,Patient
16191,1230,Patient
16192,1231,Patient
16193,1232,Patient
16194,1233,Patient
16195,1234,Patient
16196,1235,Patient
16197,1236,Patient
16198,1237,Patient
16199,1238,Patient
16200,1239,Patient
16201,1240,Patient
16202,1241,Patient
16203,1242,Patient
16204,1243,Patient
16205,1244,Patient
16206,1245,Patient
16207,1246,Patient
16208,1247,Patient
16209,1248,Patient
16210,1249,Patient
16211,1251,Patient
16212,1252,Patient
16213,1253,Patient
16214,1254,Patient
16215,1255,Patient
16216,1256,Patient
16217,1257,Patient
16218,1258,Patient
16219,1262,Patient
16220,1263,Patient
16221,1264,Patient
16222,1267,Patient
16223,1268,Patient
16224,1269,Patient
16225,1270,Patient
16226,1272,Patient
16227,1273,Patient
16228,1274,Patient
16229,1275,Patient
16230,1276,Patient
16231,1277,Patient
16232,1278,Patient
16233,1279,Patient
16234,1280,Patient
16235,1281,Patient
16236,1282,Patient
16237,1283,Patient
16238,1284,Patient
16239,1286,Patient
16240,1287,Patient
16241,1288,Patient
16242,1289,Patient
16243,1290,Patient
16244,1291,Patient
16245,1292,Patient
16246,1293,Patient
16247,1294,Patient
16248,1295,Patient
16249,1296,Patient
16250,1297,Patient
16251,1299,Patient
16252,1300,Patient
16253,1301,Patient
16254,1302,Patient
16255,1303,Patient
16256,1304,Patient
16257,1305,Patient
16258,1306,Patient
16259,1307,Patient
16260,1308,Patient
16261,1309,Patient
16262,1310,Patient
16263,1311,Patient
16264,1312,Patient
16265,1313,Patient
16266,1314,Patient
16267,1315,Patient
16268,1316,Patient
16269,1317,Patient
16270,1318,Patient
16271,1320,Patient
16272,1321,Patient
16273,1322,Patient
16274,1323,Patient
16275,1325,Patient
16276,1326,Patient
16277,1327,Patient
16278,1328,Patient
16279,1329,Patient
16280,1330,Patient
16281,1331,Patient
16282,1332,Patient
16283,1333,Patient
16284,1334,Patient
16285,1335,Patient
16286,1336,Patient
16287,1337,Patient
16288,1339,Patient
16289,1341,Patient
16290,1342,Patient
16291,1343,Patient
16292,1344,Patient
16293,1345,Patient
16294,1346,Patient
16295,1347,Patient
16296,1348,Patient
16297,1349,Patient
16298,1350,Patient
16299,1352,Patient
16300,1353,Patient
16301,1355,Patient
16302,1356,Patient
16303,1357,Patient
16304,1358,Patient
16305,1360,Patient
16306,1361,Patient
16307,1362,Patient
16308,1363,Patient
16309,1365,Patient
16310,1366,Patient
16311,1367,Patient
16312,1368,Patient
16313,1369,Patient
16314,1370,Patient
16315,1371,Patient
16316,1372,Patient
16317,1373,Patient
16318,1374,Patient
16319,1375,Patient
16320,1376,Patient
16321,1377,Patient
16322,1378,Patient
16323,1379,Patient
16324,1380,Patient
16325,1381,Patient
16326,1382,Patient
16327,1383,Patient
16328,1384,Patient
16329,1385,Patient
16330,1387,Patient
16331,1388,Patient
16332,1389,Patient
16333,1391,Patient
16334,1393,Patient
16335,1394,Patient
16336,1395,Patient
16337,1396,Patient
16338,1397,Patient
16339,1399,Patient
16340,1400,Patient
16341,1401,Patient
16342,1402,Patient
16343,1403,Patient
16344,1404,Patient
16345,1405,Patient
16346,1406,Patient
16347,1407,Patient
16348,1409,Patient
16349,1410,Patient
16350,1411,Patient
16351,1412,Patient
16352,1413,Patient
16353,1414,Patient
16354,1416,Patient
16355,1417,Patient
16356,1418,Patient
16357,1419,Patient
16358,1420,Patient
16359,1421,Patient
16360,1423,Patient
16361,1424,Patient
16362,1425,Patient
16363,1426,Patient
16364,1427,Patient
16365,1428,Patient
16366,1429,Patient
16367,1430,Patient
16368,1431,Patient
16369,1432,Patient
16370,1433,Patient
16371,1434,Patient
16372,1435,Patient
16373,1436,Patient
16374,1437,Patient
16375,1438,Patient
16376,1439,Patient
16377,1440,Patient
16378,1442,Patient
16379,1443,Patient
16380,1444,Patient
16381,1445,Patient
16382,1446,Patient
16383,1449,Patient
16384,1450,Patient
16385,1452,Patient
16386,1453,Patient
16387,1454,Patient
16388,1455,Patient
16389,1457,Patient
16390,1458,Patient
16391,1459,Patient
16392,1460,Patient
16393,1462,Patient
16394,1463,Patient
16395,1464,Patient
16396,1465,Patient
16397,1466,Patient
16398,1467,Patient
16399,1469,Patient
16400,1470,Patient
16401,1471,Patient
16402,1472,Patient
16403,1473,Patient
16404,1474,Patient
16405,1475,Patient
16406,1476,Patient
16407,1477,Patient
16408,1478,Patient
16409,1479,Patient
16410,1480,Patient
16411,1483,Patient
16412,1488,Patient
